map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,50,0,1,1,1,86.6531,1,7.0134,0,2314,2298,42,2314,1,1,0
open,50,1,1,1,1,574.917,1,329.216,0,2292,2326,43,2292,1,1,0
open,50,2,1,1,1,64.4105,1,3.6501,0,2321,2296,43,2321,1,1,0
open,50,3,1,1,1,215.09,1,12.3361,0,2184,2260,43,2184,3,3,0
open,50,4,1,1,1,576.947,1,27.4434,0,2290,2370,42,2290,1,1,0
open,50,5,1,1,1,19.2098,1,3.8391,0,2298,2260,33,2300,1,1,0
open,50,6,1,1,1,62.8974,1,8.4984,0,2233,2192,36,2235,3,3,0
open,50,7,1,1,1,103.46,1,3.4072,0,2365,2419,28,2365,1,1,0
open,50,8,1,1,1,239.255,1,6.6558,0,2354,2400,42,2354,2,2,0
open,50,9,1,1,1,17.0804,1,5.4109,0,2531,2509,26,2531,1,1,0
open,50,10,1,1,1,13.1014,1,6.691,0,2070,2079,26,2072,1,1,0
open,50,11,1,1,1,177.396,1,7.0042,0,2139,2113,33,2139,3,3,0
open,50,12,1,1,1,23.1029,1,3.3917,0,2397,2483,23,2397,1,1,0
open,50,13,1,1,1,78.9174,1,3.1367,0,2317,2315,39,2319,1,1,0
open,50,14,1,1,1,216.261,1,5.2926,0,2131,2214,48,2131,1,1,0
open,50,15,1,1,1,6.37,1,2.9102,0,1961,2056,9,1963,1,1,0
open,50,16,1,1,1,68.5944,1,5.3695,0,1948,1981,28,1948,2,2,0
open,50,17,1,1,1,3.4015,1,4.5645,0,2067,2067,2,2067,1,1,0
open,50,18,1,1,1,68.5924,1,79.7167,0,2247,2231,41,2247,3,3,0
open,50,19,1,1,1,121.222,1,4.9458,0,2285,2311,43,2285,2,2,0
open,50,20,1,1,1,143.5,1,6.5325,0,2334,2322,48,2334,2,2,0
open,50,21,1,1,1,6.8619,1,5.2921,0,2331,2337,16,2333,1,1,0
open,50,22,1,1,1,29.2255,1,4.4316,0,2428,2461,20,2428,1,1,0
open,50,23,1,1,1,25.5611,1,17.0586,0,2270,2310,30,2270,1,1,0
open,50,24,1,1,1,16.183,1,4.0547,0,2335,2326,30,2335,1,1,0
open,50,25,1,1,1,300.464,1,17.2463,0,2324,2364,44,2324,4,4,0
open,50,26,1,1,1,88.2208,1,7.5298,0,2161,2182,37,2161,2,2,0
open,50,27,1,1,1,40.8651,1,4.7423,0,2370,2304,43,2370,1,1,0
open,50,28,1,1,1,25.5934,1,7.1337,0,2188,2270,19,2188,1,1,0
open,50,29,1,1,1,75.7508,1,5.2176,0,2327,2190,45,2327,1,1,0
open,50,30,1,1,1,38.5288,1,4.9771,0,2156,2127,44,2156,1,1,0
open,50,31,1,1,1,28.8699,1,4.7801,0,2159,2179,32,2159,1,1,0
open,50,32,1,1,1,85.4144,1,5.7847,0,2464,2396,32,2464,1,1,0
open,50,33,1,1,1,7.0068,1,2.9668,0,2356,2368,13,2358,1,1,0
open,50,34,1,1,1,69.6351,1,8.3637,0,2427,2378,47,2427,2,2,0
open,50,35,1,1,1,284.188,1,12.5972,0,2402,2500,44,2402,5,5,0
open,50,36,1,1,1,5.881,1,4.4385,0,2323,2384,7,2323,1,1,0
open,50,37,1,1,1,5.4164,1,14.6805,0,2340,2340,9,2340,1,1,0
open,50,38,1,1,1,260.439,1,6.0749,0,2383,2424,40,2385,2,2,0
open,50,39,1,1,1,132.905,1,10.7927,0,1932,2013,42,1932,3,3,0
open,50,40,1,1,1,46.6619,1,14.3217,0,2451,2460,36,2451,4,4,0
open,50,41,1,1,1,38.9278,1,74.7159,0,2406,2309,30,2406,3,3,0
open,50,42,1,1,1,82.8249,1,11.3201,0,2241,2263,32,2241,1,1,0
open,50,43,1,1,1,63.6975,1,3.5671,0,2372,2389,42,2372,1,1,0
open,50,44,1,1,1,40.155,1,4.2732,0,2149,2091,33,2149,1,1,0
open,50,45,1,1,1,49.4677,1,7.115,0,2418,2343,40,2418,2,2,0
open,50,46,1,1,1,31.4351,1,4.0711,0,2153,2113,46,2153,1,1,0
open,50,47,1,1,1,5.7317,1,3.9671,0,1954,2004,9,1954,1,1,0
open,50,48,1,1,1,72.6652,1,2.8501,0,2001,2029,45,2003,1,1,0
open,50,49,1,1,1,92.1543,1,4.5537,0,2402,2385,35,2404,2,2,0
open,100,0,1,1,1,394.411,1,8.9287,0,4605,4633,91,4605,1,1,0
open,100,1,1,1,1,125.709,1,19.2999,0,4328,4274,71,4330,4,4,0
open,100,2,1,1,1,49.5254,1,10.3495,0,4440,4449,29,4440,1,1,0
open,100,3,1,1,1,399.904,1,30.6616,0,4673,4694,78,4673,3,3,0
open,100,4,1,1,1,260.875,1,9.5426,0,4332,4406,65,4332,2,2,0
open,100,5,1,1,1,15.0916,1,8.9279,0,4869,4929,16,4871,1,1,0
open,100,6,1,1,1,592.89,1,14.3858,0,4815,4798,77,4817,6,6,0
open,100,7,1,1,1,246.397,1,19.8204,0,4328,4383,91,4328,6,6,0
open,100,8,1,1,1,95.8675,1,23.9555,0,4552,4619,54,4552,2,2,0
open,100,9,1,1,1,564.681,1,12.2084,0,4729,4802,83,4731,3,3,0
open,100,10,1,1,1,284.894,1,11.2966,0,4532,4632,71,4532,1,1,0
open,100,11,1,1,1,12.5519,1,10.651,0,4743,4745,5,4745,1,1,0
open,100,12,1,1,1,572.736,1,10.4025,0,4887,4787,93,4887,2,2,0
open,100,13,1,1,1,298.695,1,10.1192,0,4735,4836,82,4735,1,1,0
open,100,14,1,1,1,412.952,1,14.4476,0,4668,4532,81,4673,2,2,0
open,100,15,1,1,1,642.297,1,13.8092,0,4502,4490,95,4502,2,2,0
open,100,16,1,1,1,36.3827,1,8.7077,0,4441,4489,44,4443,1,1,0
open,100,17,1,1,1,96.594,1,87.3957,0,4528,4521,57,4509,2,2,0
open,100,18,1,1,1,1760.41,1,11.9096,0,4698,4845,95,4698,2,2,0
open,100,19,1,1,1,737.863,1,67.3513,0,4833,4803,95,4833,2,2,0
open,100,20,1,1,1,814.247,1,14.434,0,4724,4589,94,4724,3,3,0
open,100,21,1,1,1,309.56,1,8.5962,0,4967,5012,55,4971,3,3,0
open,100,22,1,1,1,1088.16,1,188.312,0,4611,4673,79,4611,7,7,0
open,100,23,1,1,1,184.398,1,8.6309,0,4547,4560,81,4549,1,1,0
open,100,24,1,1,1,475.091,1,11.9811,0,4350,4309,90,4350,2,2,0
open,100,25,1,1,1,2216.02,1,17.1991,0,4415,4603,95,4415,2,2,0
open,100,26,1,1,1,538.528,1,22.1176,0,4537,4502,88,4537,3,3,0
open,100,27,1,1,1,196.171,1,10.1527,0,5008,5166,35,5009,1,1,0
open,100,28,1,1,1,824.46,1,32.7528,0,4494,4596,94,4497,4,4,0
open,100,29,1,1,1,64.3288,1,11.4377,0,4403,4498,56,4403,3,3,0
open,100,30,1,1,1,870.487,1,9.8145,0,4768,4852,95,4770,2,2,0
open,100,31,1,1,1,1134.75,1,24.4725,0,5004,5188,87,5004,4,4,0
open,100,32,1,1,1,146.869,1,52.6142,0,5027,5004,74,5027,2,2,0
open,100,33,1,1,1,234.136,1,16.3198,0,4780,4820,64,4782,3,3,0
open,100,34,1,1,1,454.641,1,10.5183,0,3932,4017,91,3931,2,2,0
open,100,35,1,1,1,19.311,1,8.4266,0,4869,4970,23,4873,1,1,0
open,100,36,1,1,1,224.079,1,8.3108,0,4672,4912,62,4674,1,1,0
open,100,37,1,1,1,24.9731,1,7.8134,0,4767,4851,19,4767,1,1,0
open,100,38,1,1,1,255.638,1,9.0416,0,4619,4620,92,4621,2,2,0
open,100,39,1,1,1,304.206,1,16.0162,0,4909,4910,64,4911,3,3,0
open,100,40,1,1,1,939.79,1,15.7245,0,4609,4569,91,4611,4,4,0
