map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,5,0,1,1,1,1.2937,1,0.5568,0,86,86,5,86,2,2,0
open,5,1,1,1,1,0.7196,1,0.395,0,122,124,3,124,1,1,0
open,5,2,1,1,1,0.9577,1,0.3491,0,111,113,4,113,1,1,0
open,5,3,1,1,1,0.9196,1,1.1229,1,92,92,4,92,2,2,0
open,5,4,1,1,1,0.9689,1,0.5962,0,144,146,4,146,1,1,0
open,5,5,1,1,1,0.3814,1,0.7265,0,123,127,1,127,1,1,0
open,5,6,1,1,1,0.54,1,0.4874,0,85,87,1,87,1,1,0
open,5,7,1,1,1,2.7351,1,0.9287,0,122,124,5,124,2,2,0
open,5,8,1,1,1,0.7815,1,0.3759,0,81,81,5,81,1,1,0
open,5,9,1,1,1,1.2135,1,1.5257,1,96,96,2,96,2,2,0
open,5,10,1,1,1,0.429,1,0.2888,0,118,118,2,118,1,1,0
open,5,11,1,1,1,2.2976,1,0.3807,0,128,128,4,128,1,1,0
open,5,12,1,1,1,1.2031,1,0.232,0,145,145,3,145,1,1,0
open,5,13,1,1,1,0.3205,1,0.3878,0,131,131,1,131,1,1,0
open,5,14,1,1,1,0.9821,1,0.5008,0,99,99,4,99,1,1,0
open,5,15,1,1,1,0.444,1,0.2642,0,108,110,2,110,1,1,0
open,5,16,1,1,1,0.4364,1,0.5933,0,126,128,2,128,1,1,0
open,5,17,1,1,1,2.5925,1,0.9295,0,148,148,5,148,1,1,0
open,5,18,1,1,1,0.824,1,0.3973,0,83,83,3,83,1,1,0
open,5,19,1,1,1,0.4449,1,0.4588,0,88,90,1,90,1,1,0
open,5,20,1,1,1,0.3088,1,0.3414,0,100,100,1,100,1,1,0
open,5,21,1,1,1,1.7528,1,0.3324,0,119,121,3,121,1,1,0
open,5,22,1,1,1,2.0183,1,0.6195,0,107,107,5,107,1,1,0
open,5,23,1,1,1,2.173,1,2.6692,1,152,154,4,154,2,2,0
open,5,24,1,1,1,0.895,1,0.9904,0,110,112,3,112,1,1,0
open,5,25,1,1,1,1.5551,1,0.6375,0,136,138,2,138,1,1,0
open,5,26,1,1,1,0.6535,1,0.3626,0,171,173,1,173,1,1,0
open,5,27,1,1,1,0.7748,1,0.4965,0,103,103,3,103,1,1,0
open,5,28,1,1,1,0.7555,1,0.5488,0,121,121,3,121,1,1,0
open,5,29,1,1,1,0.8388,1,0.2724,0,109,109,3,109,1,1,0
open,5,30,1,1,1,1.1417,1,0.2808,0,94,94,5,94,1,1,0
open,5,31,1,1,1,1.7541,1,1.2811,0,89,89,2,89,2,2,0
open,5,32,1,1,1,0.8429,1,0.3768,0,87,89,2,89,1,1,0
open,5,33,1,1,1,1.4748,1,0.4659,0,107,107,5,107,1,1,0
open,5,34,1,1,1,2.0853,1,1.438,1,142,148,5,148,3,3,0
open,5,35,1,1,1,0.3611,1,0.3136,0,50,50,2,50,1,1,0
open,5,36,1,1,1,1.1291,1,1.017,0,116,116,3,116,3,3,0
open,5,37,1,1,1,0.7026,1,0.3804,0,102,102,4,102,1,1,0
open,5,38,1,1,1,0.436,1,0.2601,0,87,89,2,89,1,1,0
open,5,39,1,1,1,0.5786,1,0.557,0,109,111,2,111,1,1,0
open,5,40,1,1,1,0.7736,1,1.2463,0,98,100,3,100,1,1,0
open,5,41,1,1,1,1.4868,1,0.382,0,101,103,1,103,1,1,0
open,5,42,1,1,1,1.0837,1,0.4004,0,90,90,4,90,1,1,0
open,5,43,1,1,1,0.7593,1,0.323,0,89,91,2,91,1,1,0
open,5,44,1,1,1,1.6929,1,0.2807,0,78,83,3,78,1,1,0
open,5,45,1,1,1,0.4185,1,0.2859,0,73,79,5,75,1,1,0
open,5,46,1,1,1,1.2328,1,0.3536,0,186,188,3,188,1,1,0
open,5,47,1,1,1,1.124,1,1.3646,0,100,100,2,100,1,1,0
open,5,48,1,1,1,0.3647,1,0.2744,0,126,126,1,126,1,1,0
open,5,49,1,1,1,1.7604,1,0.5436,0,98,98,2,98,1,1,0
open,10,0,1,1,1,4.2888,1,4.3927,1,188,208,8,208,3,3,0
open,10,1,1,1,1,0.9074,1,1.1798,1,259,259,4,259,2,2,0
open,10,2,1,1,1,0.9393,1,0.4661,0,245,245,3,245,1,1,0
open,10,3,1,1,1,2.4876,1,2.1315,1,246,268,7,255,3,3,0
open,10,4,1,1,1,1.2056,1,0.4721,0,182,183,7,184,1,1,0
open,10,5,1,1,1,2.3364,1,1.2875,1,220,220,9,220,2,2,0
open,10,6,1,1,1,0.9067,1,0.5955,0,252,254,2,254,1,1,0
open,10,7,1,1,1,0.7756,1,0.7884,0,214,216,3,216,1,1,0
open,10,8,1,1,1,2.0832,1,0.9597,0,245,229,7,245,1,1,0
open,10,9,1,1,1,2.2601,1,0.5921,0,204,204,10,204,1,1,0
open,10,10,1,1,1,2.7949,1,0.6272,0,259,257,9,259,1,1,0
open,10,11,1,1,1,0.8195,1,0.7984,0,215,215,1,215,1,1,0
open,10,12,1,1,1,3.3956,1,0.9733,0,251,264,8,251,1,1,0
open,10,13,1,1,1,10.8237,1,1.0967,0,235,249,7,235,2,2,0
open,10,14,1,1,1,1.2001,1,0.5889,0,336,335,6,336,1,1,0
open,10,15,1,1,1,1.9983,1,0.4862,0,195,195,6,197,1,1,0
open,10,16,1,1,1,1.2248,1,0.7335,0,221,237,6,221,1,1,0
open,10,17,1,1,1,0.6769,1,0.4839,0,210,210,1,210,1,1,0
open,10,18,1,1,1,1.3827,1,0.5458,0,159,159,5,159,1,1,0
open,10,19,1,1,1,18.9501,1,1.1923,0,239,232,3,239,1,1,0
open,10,20,1,1,1,4.1515,1,0.6941,0,204,204,3,204,1,1,0
open,10,21,1,1,1,0.6245,1,0.561,0,202,204,1,204,1,1,0
open,10,22,1,1,1,8.7881,1,0.8977,0,283,285,7,285,3,3,0
open,10,23,1,1,1,2.3045,1,1.1649,0,280,280,7,280,1,1,0
open,10,24,1,1,1,1.2406,1,0.4836,0,157,159,5,159,1,1,0
open,10,25,1,1,1,1.3353,1,0.6461,0,184,184,5,184,1,1,0
open,10,26,1,1,1,2.786,1,0.8966,0,256,256,10,256,1,1,0
open,10,27,1,1,1,1.0532,1,0.7372,0,221,221,5,221,2,2,0
open,10,28,1,1,1,0.6922,1,0.7407,0,188,188,3,188,1,1,0
open,10,29,1,1,1,1.4125,1,1.1456,1,221,221,7,221,2,2,0
open,10,30,1,1,1,0.6119,1,0.4469,0,196,196,1,196,1,1,0
