map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,5,0,1,1,1,1.2314,1,0.3489,0,86,86,5,86,2,2,0
open,5,1,1,1,1,1.1977,1,0.5382,0,122,124,3,124,1,1,0
open,5,2,1,1,1,0.6881,1,0.3151,0,111,113,4,113,1,1,0
open,5,3,1,1,1,1.2359,1,0.7995,0,92,92,4,94,1,1,0
open,5,4,1,1,1,1.4734,1,0.4523,0,144,146,4,146,1,1,0
open,5,5,1,1,1,0.3185,1,0.5533,0,123,127,1,127,1,1,0
open,5,6,1,1,1,0.5365,1,0.3067,0,85,87,1,87,1,1,0
open,5,7,1,1,1,2.9524,1,0.6574,0,122,124,5,124,2,2,0
open,5,8,1,1,1,0.8535,1,0.2556,0,81,81,5,81,1,1,0
open,5,9,1,1,1,0.8552,1,0.4979,0,96,96,2,96,1,1,0
open,5,10,1,1,1,0.5544,1,0.2398,0,118,118,2,118,1,1,0
open,5,11,1,1,1,1.5262,1,0.6715,0,128,128,4,128,1,1,0
open,5,12,1,1,1,0.9219,1,0.5136,0,145,145,3,145,1,1,0
open,5,13,1,1,1,0.729,1,0.2384,0,131,131,1,131,1,1,0
open,5,14,1,1,1,0.8504,1,0.3209,0,99,99,4,99,1,1,0
open,5,15,1,1,1,0.3937,1,0.408,0,108,110,2,110,1,1,0
open,5,16,1,1,1,0.3584,1,0.2883,0,126,128,2,128,1,1,0
open,5,17,1,1,1,2.7359,1,0.8914,0,148,148,5,148,1,1,0
open,5,18,1,1,1,0.5362,1,0.5069,0,83,83,3,83,1,1,0
open,5,19,1,1,1,0.3636,1,0.2636,0,88,90,1,90,1,1,0
open,5,20,1,1,1,0.4212,1,0.2645,0,100,100,1,100,1,1,0
open,5,21,1,1,1,1.1797,1,0.2644,0,119,121,3,121,1,1,0
open,5,22,1,1,1,1.5593,1,0.6061,0,107,107,5,107,1,1,0
open,5,23,1,1,1,2.5968,1,0.5111,0,152,154,4,154,1,1,0
open,5,24,1,1,1,1.2339,1,0.6517,0,110,112,3,112,1,1,0
open,5,25,1,1,1,0.6354,1,0.3971,0,136,138,2,138,1,1,0
open,5,26,1,1,1,0.6989,1,0.5521,0,171,173,1,173,1,1,0
open,5,27,1,1,1,0.9189,1,0.676,0,103,103,3,103,1,1,0
open,5,28,1,1,1,0.9938,1,0.5608,0,121,121,3,121,1,1,0
open,5,29,1,1,1,0.4181,1,0.3823,0,109,109,3,109,1,1,0
open,5,30,1,1,1,0.9381,1,0.5239,0,94,94,5,94,1,1,0
open,5,31,1,1,1,1.4714,1,0.8122,0,89,89,2,89,2,2,0
open,5,32,1,1,1,0.44,1,0.2881,0,87,89,2,89,1,1,0
open,5,33,1,1,1,1.6521,1,0.3851,0,107,107,5,107,1,1,0
open,5,34,1,1,1,1.0332,1,0.4362,0,142,148,5,146,2,2,0
open,5,35,1,1,1,0.4164,1,0.2813,0,50,50,2,50,1,1,0
open,5,36,1,1,1,1.108,1,0.8289,0,116,116,3,116,3,3,0
open,5,37,1,1,1,0.9179,1,0.3714,0,102,102,4,102,1,1,0
open,5,38,1,1,1,0.5989,1,0.2754,0,87,89,2,89,1,1,0
open,5,39,1,1,1,0.5287,1,0.4298,0,109,111,2,111,1,1,0
open,5,40,1,1,1,1.0593,1,0.4883,0,98,100,3,100,1,1,0
open,5,41,1,1,1,0.5002,1,0.2807,0,101,103,1,103,1,1,0
open,5,42,1,1,1,1.0347,1,0.433,0,90,90,4,90,1,1,0
open,5,43,1,1,1,0.8422,1,0.3314,0,89,91,2,91,1,1,0
open,5,44,1,1,1,1.672,1,0.2828,0,78,83,3,78,1,1,0
open,5,45,1,1,1,0.4367,1,0.2994,0,73,79,5,75,1,1,0
open,5,46,1,1,1,0.578,1,0.314,0,186,188,3,188,1,1,0
open,5,47,1,1,1,1.1773,1,0.8409,0,100,100,2,100,1,1,0
open,5,48,1,1,1,0.3449,1,0.2839,0,126,126,1,126,1,1,0
open,5,49,1,1,1,0.5593,1,0.3596,0,98,98,2,98,1,1,0
open,10,0,1,1,1,4.8157,1,1.0231,0,188,208,8,188,2,2,0
open,10,1,1,1,1,1.1317,1,0.613,0,259,259,4,259,1,1,0
open,10,2,1,1,1,0.7723,1,0.5282,0,245,245,3,245,1,1,0
open,10,3,1,1,1,2.0889,1,1.1712,0,246,268,7,248,2,2,0
open,10,4,1,1,1,1.1008,1,0.6702,0,182,183,7,184,1,1,0
open,10,5,1,1,1,2.2896,1,0.5327,0,220,220,9,221,1,1,0
open,10,6,1,1,1,0.742,1,0.4821,0,252,254,2,254,1,1,0
open,10,7,1,1,1,0.8179,1,0.6388,0,214,216,3,216,1,1,0
