map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,5,0,1,1,1,1.0805,1,0.4652,0,86,86,5,86,2,2,0
open,5,1,1,1,1,1.1223,1,0.5181,0,122,124,3,124,1,1,0
open,5,2,1,1,1,0.5969,1,0.2978,0,111,113,4,113,1,1,0
open,5,3,1,1,1,0.794,1,0.3864,0,92,92,4,94,1,1,0
open,5,4,1,1,1,1.0557,1,0.3646,0,144,146,4,146,1,1,0
open,5,5,1,1,1,0.3009,1,0.6102,0,123,127,1,127,1,1,0
open,5,6,1,1,1,0.446,1,0.3865,0,85,87,1,87,1,1,0
open,5,7,1,1,1,2.2734,1,1.0722,0,122,124,5,124,2,2,0
open,5,8,1,1,1,0.8329,1,0.4885,0,81,81,5,81,1,1,0
open,5,9,1,1,1,0.9506,1,0.3953,0,96,96,2,96,1,1,0
open,5,10,1,1,1,0.4643,1,0.383,0,118,118,2,118,1,1,0
open,5,11,1,1,1,1.5482,1,0.3719,0,128,128,4,128,1,1,0
open,5,12,1,1,1,1.0185,1,0.2295,0,145,145,3,145,1,1,0
open,5,13,1,1,1,0.3531,1,0.2619,0,131,131,1,131,1,1,0
open,5,14,1,1,1,1.1523,1,0.3981,0,99,99,4,99,1,1,0
open,5,15,1,1,1,0.5573,1,0.3119,0,108,110,2,110,1,1,0
open,5,16,1,1,1,0.6668,1,0.2529,0,126,128,2,128,1,1,0
open,5,17,1,1,1,2.2818,1,0.8844,0,148,148,5,148,1,1,0
open,5,18,1,1,1,0.6358,1,0.3943,0,83,83,3,83,1,1,0
open,5,19,1,1,1,0.5645,1,0.2726,0,88,90,1,90,1,1,0
open,5,20,1,1,1,0.3119,1,0.2331,0,100,100,1,100,1,1,0
open,5,21,1,1,1,0.9853,1,0.2421,0,119,121,3,121,1,1,0
open,5,22,1,1,1,1.5965,1,0.3663,0,107,107,5,107,1,1,0
open,5,23,1,1,1,2.1875,1,0.8751,0,152,154,4,154,1,1,0
open,5,24,1,1,1,0.6488,1,0.7031,0,110,112,3,112,1,1,0
open,5,25,1,1,1,0.698,1,0.4685,0,136,138,2,138,1,1,0
open,5,26,1,1,1,0.7655,1,0.5119,0,171,173,1,173,1,1,0
open,5,27,1,1,1,1.0209,1,0.6183,0,103,103,3,103,1,1,0
open,5,28,1,1,1,0.7799,1,0.9193,0,121,121,3,121,1,1,0
open,5,29,1,1,1,0.543,1,0.2138,0,109,109,3,109,1,1,0
open,5,30,1,1,1,1.2441,1,0.3287,0,94,94,5,94,1,1,0
open,5,31,1,1,1,1.2404,1,0.7119,0,89,89,2,89,2,2,0
open,5,32,1,1,1,0.6409,1,0.2889,0,87,89,2,89,1,1,0
open,5,33,1,1,1,1.6616,1,0.4359,0,107,107,5,107,1,1,0
open,5,34,1,1,1,1.3939,1,0.47,0,142,148,5,146,2,2,0
open,5,35,1,1,1,0.4242,1,0.4178,0,50,50,2,50,1,1,0
open,5,36,1,1,1,0.8019,1,0.8584,0,116,116,3,116,3,3,0
open,5,37,1,1,1,0.7203,1,0.4249,0,102,102,4,102,1,1,0
open,5,38,1,1,1,0.46,1,0.3636,0,87,89,2,89,1,1,0
open,5,39,1,1,1,0.5199,1,0.2969,0,109,111,2,111,1,1,0
open,5,40,1,1,1,0.9591,1,0.5824,0,98,100,3,100,1,1,0
open,5,41,1,1,1,0.2994,1,0.447,0,101,103,1,103,1,1,0
open,5,42,1,1,1,0.8584,1,0.4082,0,90,90,4,90,1,1,0
open,5,43,1,1,1,0.7718,1,0.3422,0,89,91,2,91,1,1,0
open,5,44,1,1,1,1.9338,1,0.2683,0,78,83,3,78,1,1,0
open,5,45,1,1,1,0.5191,1,0.3021,0,73,79,5,75,1,1,0
open,5,46,1,1,1,0.6442,1,0.4677,0,186,188,3,188,1,1,0
open,5,47,1,1,1,1.406,1,0.9447,0,100,100,2,100,1,1,0
open,5,48,1,1,1,0.3842,1,0.3796,0,126,126,1,126,1,1,0
open,5,49,1,1,1,0.5979,1,0.3563,0,98,98,2,98,1,1,0
open,10,0,1,1,1,4.5397,1,1.1197,0,188,208,8,188,2,2,0
open,10,1,1,1,1,0.934,1,0.7331,0,259,259,4,259,1,1,0
open,10,2,1,1,1,0.7771,1,0.5516,0,245,245,3,245,1,1,0
open,10,3,1,1,1,2.0788,1,0.8798,0,246,268,7,248,2,2,0
open,10,4,1,1,1,1.0977,1,0.499,0,182,183,7,184,1,1,0
open,10,5,1,1,1,2.4005,1,0.5816,0,220,220,9,221,1,1,0
open,10,6,1,1,1,0.8793,1,0.6495,0,252,254,2,254,1,1,0
open,10,7,1,1,1,0.8371,1,0.5894,0,214,216,3,216,1,1,0
open,10,8,1,1,1,2.1911,1,0.5696,0,245,229,7,245,1,1,0
open,10,9,1,1,1,2.5699,1,0.6182,0,204,204,10,204,1,1,0
open,10,10,1,1,1,2.7368,1,1.0191,0,259,257,9,259,1,1,0
open,10,11,1,1,1,0.7732,1,0.6009,0,215,215,1,215,1,1,0
open,10,12,1,1,1,2.5681,1,0.8029,0,251,264,8,251,1,1,0
open,10,13,1,1,1,10.354,1,1.1672,0,235,249,7,235,2,2,0
open,10,14,1,1,1,1.3149,1,0.9442,0,336,335,6,336,1,1,0
open,10,15,1,1,1,1.6903,1,0.5525,0,195,195,6,197,1,1,0
open,10,16,1,1,1,1.2366,1,0.8253,0,221,237,6,221,1,1,0
open,10,17,1,1,1,0.5975,1,0.531,0,210,210,1,210,1,1,0
open,10,18,1,1,1,0.8483,1,0.5301,0,159,159,5,159,1,1,0
open,10,19,1,1,1,21.5787,1,0.946,0,239,232,3,239,1,1,0
open,10,20,1,1,1,3.9424,1,0.6419,0,204,204,3,204,1,1,0
open,10,21,1,1,1,0.7085,1,0.5428,0,202,204,1,204,1,1,0
open,10,22,1,1,1,10.7935,1,1.0116,0,283,285,7,285,3,3,0
open,10,23,1,1,1,2.6084,1,1.0521,0,280,280,7,280,1,1,0
open,10,24,1,1,1,1.4841,1,0.5088,0,157,159,5,159,1,1,0
open,10,25,1,1,1,1.5551,1,0.6128,0,184,184,5,184,1,1,0
open,10,26,1,1,1,1.9566,1,0.9387,0,256,256,10,256,1,1,0
open,10,27,1,1,1,0.9752,1,0.8047,0,221,221,5,221,2,2,0
open,10,28,1,1,1,0.6933,1,1.0678,0,188,188,3,188,1,1,0
open,10,29,1,1,1,1.7127,1,0.7389,0,221,221,7,221,1,1,0
open,10,30,1,1,1,0.666,1,0.4773,0,196,196,1,196,1,1,0
open,10,31,1,1,1,1.2763,1,0.5357,0,220,222,6,222,1,1,0
open,10,32,1,1,1,1.6257,1,0.8582,0,226,223,8,226,1,1,0
open,10,33,1,1,1,0.6222,1,1.2376,0,197,197,2,197,1,1,0
open,10,34,1,1,1,7.2623,1,0.7922,0,156,174,5,158,1,1,0
open,10,35,1,1,1,1.2974,1,0.5536,0,240,240,4,240,1,1,0
open,10,36,1,1,1,3.5897,1,0.8791,0,269,271,6,269,1,1,0
open,10,37,1,1,1,1.8488,1,0.4905,0,235,240,6,237,1,1,0
open,10,38,1,1,1,1.2356,1,0.5149,0,320,315,7,322,1,1,0
open,10,39,1,1,1,0.5936,1,0.4811,0,151,153,1,153,1,1,0
