map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,50,0,1,1,1,73.4599,1,3.6448,0,2314,2298,42,2314,1,1,0
open,50,1,1,1,1,598.7,1,304.491,0,2292,2326,43,2292,1,1,0
open,50,2,1,1,1,47.5584,1,4.3764,0,2321,2296,43,2321,1,1,0
open,50,3,1,1,1,196.712,1,14.2089,0,2184,2260,43,2184,3,3,0
open,50,4,1,1,1,473.313,1,23.3626,0,2290,2370,42,2290,1,1,0
open,50,5,1,1,1,26.7086,1,3.879,0,2298,2260,33,2300,1,1,0
open,50,6,1,1,1,70.3519,1,7.4126,0,2233,2192,36,2235,3,3,0
open,50,7,1,1,1,108.394,1,3.0995,0,2365,2419,28,2365,1,1,0
open,50,8,1,1,1,205.779,1,6.4189,0,2354,2400,42,2354,2,2,0
open,50,9,1,1,1,17.9789,1,5.9437,0,2531,2509,26,2531,1,1,0
open,50,10,1,1,1,13.3475,1,5.9204,0,2070,2079,26,2072,1,1,0
open,50,11,1,1,1,147.632,1,7.3137,0,2139,2113,33,2139,3,3,0
open,50,12,1,1,1,20.6971,1,3.3368,0,2397,2483,23,2397,1,1,0
open,50,13,1,1,1,89.0803,1,6.1803,0,2317,2315,39,2319,1,1,0
open,50,14,1,1,1,235.787,1,3.9279,0,2131,2214,48,2131,1,1,0
open,50,15,1,1,1,6.3222,1,3.2621,0,1961,2056,9,1963,1,1,0
open,50,16,1,1,1,34.604,1,5.2749,0,1948,1981,28,1948,2,2,0
open,50,17,1,1,1,6.6878,1,3.2917,0,2067,2067,2,2067,1,1,0
open,50,18,1,1,1,76.6074,1,95.59,0,2247,2231,41,2247,3,3,0
open,50,19,1,1,1,143.958,1,4.6537,0,2285,2311,43,2285,2,2,0
open,50,20,1,1,1,122.035,1,5.7771,0,2334,2322,48,2334,2,2,0
open,50,21,1,1,1,6.8837,1,3.5296,0,2331,2337,16,2333,1,1,0
open,50,22,1,1,1,29.7453,1,3.3322,0,2428,2461,20,2428,1,1,0
open,50,23,1,1,1,25.9892,1,3.403,0,2270,2310,30,2270,1,1,0
open,50,24,1,1,1,18.6918,1,4.0761,0,2335,2326,30,2335,1,1,0
open,50,25,1,1,1,280.38,1,16.1968,0,2324,2364,44,2324,4,4,0
open,50,26,1,1,1,49.186,1,7.1842,0,2161,2182,37,2161,2,2,0
open,50,27,1,1,1,38.5947,1,5.4732,0,2370,2304,43,2370,1,1,0
open,50,28,1,1,1,20.7633,1,7.529,0,2188,2270,19,2188,1,1,0
open,50,29,1,1,1,51.2104,1,3.7192,0,2327,2190,45,2327,1,1,0
open,50,30,1,1,1,30.7663,1,4.9442,0,2156,2127,44,2156,1,1,0
open,50,31,1,1,1,21.0047,1,4.169,0,2159,2179,32,2159,1,1,0
open,50,32,1,1,1,79.6958,1,5.5197,0,2464,2396,32,2464,1,1,0
open,50,33,1,1,1,6.9534,1,2.9433,0,2356,2368,13,2358,1,1,0
open,50,34,1,1,1,98.4445,1,7.0903,0,2427,2378,47,2427,2,2,0
open,50,35,1,1,1,268.6,1,12.0533,0,2402,2500,44,2402,5,5,0
open,50,36,1,1,1,5.8433,1,4.691,0,2323,2384,7,2323,1,1,0
open,50,37,1,1,1,4.5299,1,3.1801,0,2340,2340,9,2340,1,1,0
open,50,38,1,1,1,251.13,1,6.0297,0,2383,2424,40,2385,2,2,0
open,50,39,1,1,1,160.289,1,7.6553,0,1932,2013,42,1932,3,3,0
open,50,40,1,1,1,64.0272,1,12.6021,0,2451,2460,36,2451,4,4,0
open,50,41,1,1,1,37.5594,1,70.8154,0,2406,2309,30,2406,3,3,0
open,50,42,1,1,1,96.861,1,6.6365,0,2241,2263,32,2241,1,1,0
open,50,43,1,1,1,52.0006,1,3.5591,0,2372,2389,42,2372,1,1,0
open,50,44,1,1,1,50.0594,1,4.8893,0,2149,2091,33,2149,1,1,0
open,50,45,1,1,1,48.0982,1,6.8412,0,2418,2343,40,2418,2,2,0
open,50,46,1,1,1,32.6414,1,4.8025,0,2153,2113,46,2153,1,1,0
open,50,47,1,1,1,5.8809,1,4.7147,0,1954,2004,9,1954,1,1,0
open,50,48,1,1,1,73.7965,1,3.2585,0,2001,2029,45,2003,1,1,0
open,50,49,1,1,1,79.1592,1,4.3902,0,2402,2385,35,2404,2,2,0
open,100,0,1,1,1,307.51,1,8.5579,0,4605,4633,91,4605,1,1,0
open,100,1,1,1,1,112.667,1,19.8498,0,4328,4274,71,4330,4,4,0
open,100,2,1,1,1,60.6567,1,16.0748,0,4440,4449,29,4440,1,1,0
open,100,3,1,1,1,362.232,1,29.9684,0,4673,4694,78,4673,3,3,0
open,100,4,1,1,1,270.048,1,9.4903,0,4332,4406,65,4332,2,2,0
open,100,5,1,1,1,15.5517,1,10.4004,0,4869,4929,16,4871,1,1,0
open,100,6,1,1,1,582.884,1,12.8131,0,4815,4798,77,4817,6,6,0
open,100,7,1,1,1,235.373,1,19.0252,0,4328,4383,91,4328,6,6,0
open,100,8,1,1,1,91.9567,1,18.9085,0,4552,4619,54,4552,2,2,0
open,100,9,1,1,1,535.693,1,13.01,0,4729,4802,83,4731,3,3,0
open,100,10,1,1,1,330.919,1,13.8128,0,4532,4632,71,4532,1,1,0
