map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,50,0,1,1,1,65.4357,1,3.2127,0,2314,2298,42,2314,1,1,0
open,50,1,1,1,1,555.984,1,300.141,0,2292,2326,43,2292,1,1,0
open,50,2,1,1,1,45.8289,1,3.0521,0,2321,2296,43,2321,1,1,0
open,50,3,1,1,1,191.524,1,6.6688,0,2184,2260,43,2184,3,3,0
open,50,4,1,1,1,477.48,1,23.1383,0,2290,2370,42,2290,1,1,0
open,50,5,1,1,1,22.4733,1,3.6755,0,2298,2260,33,2300,1,1,0
open,50,6,1,1,1,63.7493,1,4.5181,0,2233,2192,36,2235,3,3,0
open,50,7,1,1,1,119.537,1,4.4962,0,2365,2419,28,2365,1,1,0
open,50,8,1,1,1,200.505,1,5.1835,0,2354,2400,42,2354,2,2,0
open,50,9,1,1,1,29.8903,1,3.826,0,2531,2509,26,2531,1,1,0
open,50,10,1,1,1,12.8004,1,6.7454,0,2070,2079,26,2072,1,1,0
open,50,11,1,1,1,134.854,1,4.0842,0,2139,2113,33,2139,3,3,0
open,50,12,1,1,1,20.9852,1,3.5371,0,2397,2483,23,2397,1,1,0
open,50,13,1,1,1,84.2275,1,2.9376,0,2317,2315,39,2319,1,1,0
open,50,14,1,1,1,204.283,1,3.593,0,2131,2214,48,2131,1,1,0
open,50,15,1,1,1,7.5773,1,2.5452,0,1961,2056,9,1963,1,1,0
open,50,16,1,1,1,36.6914,1,3.0324,0,1948,1981,28,1948,2,2,0
open,50,17,1,1,1,4.4237,1,3.5784,0,2067,2067,2,2067,1,1,0
open,50,18,1,1,1,79.833,1,83.7984,0,2247,2231,41,2247,3,3,0
open,50,19,1,1,1,131.823,1,3.6968,0,2285,2311,43,2285,2,2,0
open,50,20,1,1,1,124.827,1,4.1374,0,2334,2322,48,2334,2,2,0
open,50,21,1,1,1,6.1084,1,3.1882,0,2331,2337,16,2333,1,1,0
open,50,22,1,1,1,29.3904,1,4.1898,0,2428,2461,20,2428,1,1,0
open,50,23,1,1,1,27.0403,1,2.9661,0,2270,2310,30,2270,1,1,0
open,50,24,1,1,1,31.0936,1,3.0578,0,2335,2326,30,2335,1,1,0
open,50,25,1,1,1,302.995,1,14.589,0,2324,2364,44,2324,4,4,0
open,50,26,1,1,1,69.6576,1,4.5396,0,2161,2182,37,2161,2,2,0
open,50,27,1,1,1,41.5747,1,3.4603,0,2370,2304,43,2370,1,1,0
open,50,28,1,1,1,21.4055,1,4.8963,0,2188,2270,19,2188,1,1,0
open,50,29,1,1,1,58.6616,1,3.2371,0,2327,2190,45,2327,1,1,0
open,50,30,1,1,1,33.5489,1,3.4235,0,2156,2127,44,2156,1,1,0
open,50,31,1,1,1,24.0345,1,3.8505,0,2159,2179,32,2159,1,1,0
open,50,32,1,1,1,79.9374,1,3.7059,0,2464,2396,32,2464,1,1,0
open,50,33,1,1,1,8.4005,1,2.8778,0,2356,2368,13,2358,1,1,0
open,50,34,1,1,1,71.7115,1,4.4984,0,2427,2378,47,2427,2,2,0
open,50,35,1,1,1,274.736,1,7.9667,0,2402,2500,44,2402,5,5,0
open,50,36,1,1,1,5.9374,1,4.1789,0,2323,2384,7,2323,1,1,0
open,50,37,1,1,1,4.7168,1,3.4547,0,2340,2340,9,2340,1,1,0
open,50,38,1,1,1,237.595,1,3.6694,0,2383,2424,40,2385,2,2,0
open,50,39,1,1,1,138.088,1,4.1751,0,1932,2013,42,1932,3,3,0
open,50,40,1,1,1,52.0114,1,6.4356,0,2451,2460,36,2451,4,4,0
open,50,41,1,1,1,39.5786,1,71.4556,0,2406,2309,30,2406,3,3,0
open,50,42,1,1,1,83.1996,1,4.3746,0,2241,2263,32,2241,1,1,0
open,50,43,1,1,1,62.9582,1,2.9005,0,2372,2389,42,2372,1,1,0
open,50,44,1,1,1,40.8076,1,4.6207,0,2149,2091,33,2149,1,1,0
open,50,45,1,1,1,45.6888,1,4.434,0,2418,2343,40,2418,2,2,0
open,50,46,1,1,1,30.2717,1,3.619,0,2153,2113,46,2153,1,1,0
open,50,47,1,1,1,6.6778,1,3.1644,0,1954,2004,9,1954,1,1,0
open,50,48,1,1,1,89.087,1,2.8145,0,2001,2029,45,2003,1,1,0
open,50,49,1,1,1,84.0456,1,3.1805,0,2402,2385,35,2404,2,2,0
open,100,0,1,1,1,294.807,1,7.9352,0,4605,4633,91,4605,1,1,0
open,100,1,1,1,1,118.015,1,12.1789,0,4328,4274,71,4330,4,4,0
open,100,2,1,1,1,50.49,1,8.4356,0,4440,4449,29,4440,1,1,0
open,100,3,1,1,1,427.121,1,22.7029,0,4673,4694,78,4673,3,3,0
open,100,4,1,1,1,259.389,1,9.5193,0,4332,4406,65,4332,2,2,0
open,100,5,1,1,1,16.1745,1,8.1755,0,4869,4929,16,4871,1,1,0
open,100,6,1,1,1,605.544,1,11.1691,0,4815,4798,77,4817,6,6,0
open,100,7,1,1,1,231.603,1,14.092,0,4328,4383,91,4328,6,6,0
open,100,8,1,1,1,91.8698,1,16.8571,0,4552,4619,54,4552,2,2,0
open,100,9,1,1,1,567.08,1,9.5934,0,4729,4802,83,4731,3,3,0
open,100,10,1,1,1,287.844,1,8.7776,0,4532,4632,71,4532,1,1,0
open,100,11,1,1,1,10.884,1,8.6227,0,4743,4745,5,4745,1,1,0
open,100,12,1,1,1,627.404,1,9.5217,0,4887,4787,93,4887,2,2,0
open,100,13,1,1,1,282.991,1,8.821,0,4735,4836,82,4735,1,1,0
open,100,14,1,1,1,402.9,1,11.0014,0,4668,4532,81,4673,2,2,0
open,100,15,1,1,1,662.869,1,15.7727,0,4502,4490,95,4502,2,2,0
open,100,16,1,1,1,37.3854,1,8.5173,0,4441,4489,44,4443,1,1,0
open,100,17,1,1,1,104.977,1,91.9297,0,4528,4521,57,4509,2,2,0
open,100,18,1,1,1,1709.66,1,9.0287,0,4698,4845,95,4698,2,2,0
open,100,19,1,1,1,709.54,1,66.5478,0,4833,4803,95,4833,2,2,0
open,100,20,1,1,1,778.869,1,10.2572,0,4724,4589,94,4724,3,3,0
open,100,21,1,1,1,315.592,1,9.2578,0,4967,5012,55,4971,3,3,0
open,100,22,1,1,1,1041.53,1,171.273,0,4611,4673,79,4611,7,7,0
open,100,23,1,1,1,178.423,1,7.357,0,4547,4560,81,4549,1,1,0
open,100,24,1,1,1,463.824,1,9.5705,0,4350,4309,90,4350,2,2,0
open,100,25,1,1,1,2169.71,1,10.7822,0,4415,4603,95,4415,2,2,0
open,100,26,1,1,1,505.19,1,16.3849,0,4537,4502,88,4537,3,3,0
open,100,27,1,1,1,212.063,1,9.9041,0,5008,5166,35,5009,1,1,0
open,100,28,1,1,1,806.426,1,35.5915,0,4494,4596,94,4497,4,4,0
open,100,29,1,1,1,64.049,1,7.9704,0,4403,4498,56,4403,3,3,0
open,100,30,1,1,1,869.956,1,7.9933,0,4768,4852,95,4770,2,2,0
open,100,31,1,1,1,1136.58,1,19.0627,0,5004,5188,87,5004,4,4,0
open,100,32,1,1,1,157.903,1,53.4436,0,5027,5004,74,5027,2,2,0
open,100,33,1,1,1,221.818,1,12.8214,0,4780,4820,64,4782,3,3,0
open,100,34,1,1,1,513.445,1,12.8016,0,3932,4017,91,3931,2,2,0
open,100,35,1,1,1,19.5339,1,8.4502,0,4869,4970,23,4873,1,1,0
open,100,36,1,1,1,206.128,1,7.8258,0,4672,4912,62,4674,1,1,0
open,100,37,1,1,1,23.0599,1,9.4521,0,4767,4851,19,4767,1,1,0
open,100,38,1,1,1,258.454,1,9.8505,0,4619,4620,92,4621,2,2,0
open,100,39,1,1,1,318.301,1,11.4092,0,4909,4910,64,4911,3,3,0
open,100,40,1,1,1,942.459,1,11.2113,0,4609,4569,91,4611,4,4,0
open,100,41,1,1,1,582.635,1,9.6901,0,4739,4662,91,4739,2,2,0
open,100,42,1,1,1,1166.2,1,10.637,0,4899,4941,98,4899,1,1,0
open,100,43,1,1,1,137.806,1,13.1993,0,4622,4551,75,4622,2,2,0
open,100,44,1,1,1,171.913,1,8.8816,0,4869,4705,77,4871,1,1,0
open,100,45,1,1,1,28.9944,1,9.798,0,4947,5007,19,4947,1,1,0
open,100,46,1,1,1,159.571,1,8.8389,0,4707,4798,67,4709,1,1,0
open,100,47,1,1,1,245.085,1,9.9485,0,4591,4490,86,4593,2,2,0
open,100,48,1,1,1,182.657,1,8.692,0,4810,4928,48,4812,1,1,0
open,100,49,1,1,1,776.075,1,84.5651,0,4505,4580,95,4505,4,4,0
open,150,0,1,1,1,1083.17,1,23.3276,0,7081,6951,136,7084,7,7,0
open,150,1,1,1,1,676.052,1,107.931,0,6749,6776,135,6738,6,6,0
open,150,2,1,1,1,291.57,1,21.3691,0,7188,7044,129,7188,3,3,0
open,150,3,1,1,1,441.283,1,20.1493,0,6886,6913,112,6888,2,2,0
open,150,4,1,1,1,490.092,1,74.9654,0,6859,6736,136,6859,4,4,0
open,150,5,1,1,1,1327.45,1,16.3165,0,6745,6912,138,6745,3,3,0
open,150,6,1,1,1,1278.38,1,82.7345,0,7216,7330,143,7216,4,4,0
open,150,7,1,1,1,90.4895,1,16.6575,0,7402,7589,58,7402,1,1,0
open,150,8,1,1,1,1662.83,1,38.6896,0,7524,7425,139,7524,1,1,0
open,150,9,1,1,1,1837.58,1,19.6773,0,7451,7504,143,7451,1,1,0
open,150,10,1,1,1,39.1589,1,19.7379,0,7113,7132,32,7115,2,2,0
open,150,11,1,1,1,57.4591,1,22.3753,0,7246,7382,63,7248,2,2,0
open,150,12,1,1,1,1660.94,1,66.7136,0,6874,7054,141,6876,9,9,0
open,150,13,1,1,1,207.198,1,18.3514,0,7794,7926,81,7794,1,1,0
open,150,14,1,1,1,164.452,1,17.7045,0,7400,7667,93,7400,1,1,0
open,150,15,1,1,1,2597.32,1,23.5097,0,6960,6976,113,6960,4,4,0
open,150,16,1,1,1,3545.56,1,25.3562,0,8170,8078,104,8170,1,1,0
open,150,17,1,1,1,1086.82,1,75.4615,0,7310,7170,106,7310,7,7,0
open,150,18,1,1,1,1838.19,1,75.7373,0,6796,6838,131,6796,4,4,0
open,150,19,1,1,1,733.301,1,17.0549,0,7515,7750,101,7515,1,1,0
open,150,20,1,1,1,1851.66,1,20.352,0,7589,7533,140,7591,4,4,0
open,150,21,1,1,1,278.122,1,44.0074,0,7150,7077,108,7150,4,4,0
open,150,22,1,1,1,24.9741,1,17.3235,0,7511,7513,5,7513,1,1,0
open,150,23,1,1,1,276.13,1,15.3349,0,6812,7102,85,6814,1,1,0
open,150,24,1,1,1,1104.79,1,16.617,0,7304,7270,144,7304,2,2,0
open,150,25,1,1,1,335.409,1,24.8392,0,7678,8111,67,7678,1,1,0
open,150,26,1,1,1,1520.8,1,41.3838,0,6612,6716,124,6612,2,2,0
open,150,27,1,1,1,111.517,1,18.7186,0,7429,7521,85,7429,3,3,0
open,150,28,1,1,1,101.44,1,17.4359,0,6703,7020,47,6705,1,1,0
open,150,29,1,1,1,776.705,1,16.8587,0,6579,6582,132,6579,1,1,0
open,150,30,1,1,1,33.4738,1,17.2164,0,6773,6829,41,6775,2,2,0
open,150,31,1,1,1,1321.62,1,28.475,0,7218,7410,125,7208,8,8,0
open,150,32,1,1,1,782.993,1,16.4836,0,7143,7154,141,7143,1,1,0
open,150,33,1,1,1,75.7592,1,34.4264,0,7260,7429,59,7260,2,2,0
open,150,34,1,1,1,264.997,1,28.5485,0,7088,7276,82,7088,1,1,0
open,150,35,1,1,1,482.224,1,25.5257,0,7140,7220,108,7125,3,3,0
open,150,36,1,1,1,419.334,1,19.8937,0,7704,7363,125,7705,1,1,0
open,150,37,1,1,1,161.356,1,18.2532,0,7450,7667,79,7452,1,1,0
open,150,38,1,1,1,222.145,1,18.6692,0,7275,7525,66,7279,5,5,0
open,150,39,1,1,1,249.251,1,52.4388,0,7281,7279,85,7272,4,4,0
open,150,40,1,1,1,49.4419,1,15.7644,0,7145,7301,48,7145,3,3,0
open,150,41,1,1,1,91.3336,1,18.6828,0,6746,6985,63,6746,2,2,0
open,150,42,1,1,1,1057.01,1,33.0271,0,7400,7373,140,7400,8,8,0
open,150,43,1,1,1,602.754,1,58.3053,0,7312,7418,127,7312,3,3,0
open,150,44,1,1,1,58.3732,1,16.7747,0,7219,7306,63,7219,1,1,0
open,150,45,1,1,1,277.904,1,16.2359,0,7125,7259,98,7125,1,1,0
open,150,46,1,1,1,539.396,1,18.6389,0,7134,7170,115,7134,4,4,0
open,150,47,1,1,1,78.6327,1,20.395,0,6697,6749,50,6697,1,1,0
open,150,48,1,1,1,1670.82,1,15.8445,0,7188,7229,146,7190,2,2,0
open,150,49,1,1,1,613.098,1,17.7553,0,6728,6868,125,6731,1,1,0
open,200,0,1,1,1,860.132,1,67.9991,0,10381,10525,140,10381,1,1,0
open,200,1,1,1,1,1255.16,1,23.2548,0,9309,9367,167,9309,2,2,0
open,200,2,1,1,1,2401.01,1,25.7904,0,10160,10234,189,10160,2,2,0
open,200,3,1,1,1,5070.23,1,29.017,0,10130,9997,194,10137,8,8,0
open,200,4,1,1,1,953.033,1,40.2486,0,9383,9460,174,9385,4,4,0
open,200,5,1,1,1,4682.59,1,42.6903,0,9657,9939,195,9661,10,10,0
