map,num_agents,trial,plan_attempts,plan_ok,full_replan_ok,full_replan_ms,selective_replan_ok,selective_replan_ms,escalation_tier,initial_soc,full_replan_soc,full_replan_changed,selective_replan_soc,selective_replan_changed,selective_replanned,selective_conflicts
open,50,0,1,1,1,95.9029,1,3.3612,0,2314,2298,42,2314,1,1,0
open,50,1,1,1,1,541.755,1,319.431,0,2292,2326,43,2292,1,1,0
open,50,2,1,1,1,64.714,1,3.5453,0,2321,2296,43,2321,1,1,0
open,50,3,1,1,1,186.942,1,7.3205,0,2184,2260,43,2184,3,3,0
open,50,4,1,1,1,453.107,1,29.8599,0,2290,2370,42,2290,1,1,0
open,50,5,1,1,1,21.8413,1,2.9636,0,2298,2260,33,2300,1,1,0
open,50,6,1,1,1,64.03,1,6.4048,0,2233,2192,36,2235,3,3,0
open,50,7,1,1,1,112.366,1,2.9131,0,2365,2419,28,2365,1,1,0
open,50,8,1,1,1,197.927,1,3.979,0,2354,2400,42,2354,2,2,0
open,50,9,1,1,1,40.8268,1,3.8255,0,2531,2509,26,2531,1,1,0
open,50,10,1,1,1,13.6711,1,4.8774,0,2070,2079,26,2072,1,1,0
open,50,11,1,1,1,141.144,1,4.1314,0,2139,2113,33,2139,3,3,0
open,50,12,1,1,1,20.0915,1,3.0403,0,2397,2483,23,2397,1,1,0
open,50,13,1,1,1,105.11,1,8.5205,0,2317,2315,39,2319,1,1,0
open,50,14,1,1,1,254.164,1,2.694,0,2131,2214,48,2131,1,1,0
open,50,15,1,1,1,6.3488,1,2.9639,0,1961,2056,9,1963,1,1,0
open,50,16,1,1,1,33.9701,1,3.2149,0,1948,1981,28,1948,2,2,0
open,50,17,1,1,1,3.6132,1,2.6504,0,2067,2067,2,2067,1,1,0
open,50,18,1,1,1,91.2157,1,110.614,0,2247,2231,41,2247,3,3,0
open,50,19,1,1,1,146.195,1,3.026,0,2285,2311,43,2285,2,2,0
open,50,20,1,1,1,134.995,1,5.334,0,2334,2322,48,2334,2,2,0
open,50,21,1,1,1,7.5191,1,2.9737,0,2331,2337,16,2333,1,1,0
open,50,22,1,1,1,35.9321,1,3.2534,0,2428,2461,20,2428,1,1,0
open,50,23,1,1,1,26.9328,1,3.1212,0,2270,2310,30,2270,1,1,0
open,50,24,1,1,1,15.2114,1,2.8606,0,2335,2326,30,2335,1,1,0
open,50,25,1,1,1,284.168,1,10.3401,0,2324,2364,44,2324,4,4,0
open,50,26,1,1,1,59.9044,1,4.5633,0,2161,2182,37,2161,2,2,0
open,50,27,1,1,1,39.3941,1,3.4822,0,2370,2304,43,2370,1,1,0
open,50,28,1,1,1,21.3117,1,5.2381,0,2188,2270,19,2188,1,1,0
open,50,29,1,1,1,59.0829,1,3.449,0,2327,2190,45,2327,1,1,0
open,50,30,1,1,1,33.217,1,3.5278,0,2156,2127,44,2156,1,1,0
open,50,31,1,1,1,21.7322,1,3.506,0,2159,2179,32,2159,1,1,0
open,50,32,1,1,1,73.9119,1,3.4398,0,2464,2396,32,2464,1,1,0
open,50,33,1,1,1,7.1675,1,2.9598,0,2356,2368,13,2358,1,1,0
open,50,34,1,1,1,67.3937,1,4.5168,0,2427,2378,47,2427,2,2,0
open,50,35,1,1,1,266.251,1,7.0813,0,2402,2500,44,2402,5,5,0
open,50,36,1,1,1,5.6093,1,2.9563,0,2323,2384,7,2323,1,1,0
